FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2021/22,,S08000024,,AM,,Palliative Medicine,,Medical Grouping,,15,,83.7,,5466,,12.528767123287672,,4573,
2021/22,,S08000024,,AP,,Rehabilitation Medicine,,Medical Grouping,,81,,67.2,,29383,,54.12328767123287,,19755,
2021/22,,S08000024,,AQ,,Respiratory Medicine,,Medical Grouping,,97,,89.7,,35481,,87.23287671232876,,31840,
2021/22,,S08000024,,AR,,Rheumatology,,Medical Grouping,,2,,100,,576,,1.5780821917808219,,576,
2021/22,,S08000024,,C1,,General Surgery,,Surgery Grouping,,227,,78.8,,82845,,178.9150684931507,,65304,
2021/22,,S08000024,,C2,,Accident & Emergency,,Emergency Grouping,,14,,31.1,,5172,,4.413698630136986,,1611,
2021/22,,S08000024,,C3,,Anaesthetics,,Surgery Grouping,,81,,66.7,,29654,,54.16986301369863,,19772,
2021/22,,S08000024,,C4,,Cardiothoracic Surgery,,Surgery Grouping,,52,,89.3,,19152,,46.83835616438356,,17096,
2021/22,,S08000024,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,16,,55.7,,5770,,8.810958904109588,,3216,
2021/22,,S08000024,,C6,,Neurosurgery,,Surgery Grouping,,47,,89.2,,17289,,42.25753424657534,,15424,
2021/22,,S08000024,,C7,,Ophthalmology,,Surgery Grouping,,12,,41.3,,4405,,4.983561643835617,,1819,
2021/22,,S08000024,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,135,,86.3,,49239,,116.47123287671234,,42512,
2021/22,,S08000024,,C9,,Plastic Surgery,,Surgery Grouping,,27,,60.1,,9803,,16.136986301369863,,5890,
2021/22,,S08000024,,CA,,Paediatric Surgery,,Paediatrics Grouping,,21,,30.8,,7498,,6.328767123287672,,2310,
2021/22,,S08000024,,CB,,Urology,,Surgery Grouping,,43,,86.4,,15816,,37.43561643835616,,13664,
2021/22,,S08000024,,D1,,Community Dental Practice,,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000024,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000024,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,49,,0.13424657534246576,,49,
2021/22,,S08000024,,E12,,GP Other than Obstetrics,,Community Grouping,,10,,83,,3818,,8.684931506849315,,3170,
2021/22,,S08000024,,F2,,Gynaecology,,Women and Newborn Grouping,,29,,56.5,,10480,,16.21917808219178,,5920,
2021/22,,S08000024,,F3,,Obstetrics,,Women and Newborn Grouping,,111,,62,,40545,,68.86027397260274,,25134,
2021/22,,S08000024,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,270,,84.6,,98397,,227.94246575342467,,83199,
2021/22,,S08000024,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,16,,65.9,,5678,,10.24931506849315,,3741,
2021/22,,S08000024,,G3,,Forensic Psychiatry,,Mental Health Grouping,,42,,88,,15374,,37.07123287671233,,13531,
2021/22,,S08000024,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,264,,75.2,,96342,,198.4904109589041,,72449,
2021/22,,S08000024,,G5,,Learning Disability,,Learning Disability Grouping,,43,,88.5,,15564,,37.74794520547945,,13778,
2021/22,,S08000024,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,190,,80.3,,69189,,152.16164383561645,,55539,
2021/22,,S08000024,,H1,,Clinical Radiology,,Medical Grouping,,1,,100,,538,,1.473972602739726,,538,
2021/22,,S08000024,,H2,,Clinical Oncology,,Medical Grouping,,35,,80.4,,12751,,28.104109589041094,,10258,
2021/22,,S08000024,,J4,,Haematology,,Medical Grouping,,47,,64.5,,16991,,30.01095890410959,,10954,
2021/22,,S08000024,,T2,,Midwifery,,Women and Newborn Grouping,,8,,41.4,,3008,,3.410958904109589,,1245,
2021/22,,S08000024,,XSU,,Unspecified,,Other Grouping,,16,,0,,5848,,0,,0,
2021/22,,S08000024,,,z,All Acute Specialties,d,All Acute Specialties,d,2138,,85,,780516,,1818.150684931507,,663625,
2021/22,,S08000024,,,z,All Specialties,d,All Specialties,d,3319,,80.3,,1211337,,2664.7013698630135,,972616,
2021/22,,S08000024,,,z,Community Grouping,d,Community Grouping,,10,,83,,3818,,8.684931506849315,,3170,
2021/22,,S08000024,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000024,,,z,Emergency Grouping,d,Emergency Grouping,,14,,31.1,,5172,,4.413698630136986,,1611,
2021/22,,S08000024,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,43,,88.5,,15564,,37.74794520547945,,13778,
2021/22,,S08000024,,,z,Medical Grouping,d,Medical Grouping,,1497,,87.6,,546543,,1312.131506849315,,478928,
2021/22,,S08000024,,,z,Mental Health Grouping,d,Mental Health Grouping,,591,,80.1,,215791,,473.75342465753425,,172920,
2021/22,,S08000024,,,z,Other Grouping,d,Other Grouping,,206,,74,,75037,,152.16164383561645,,55539,
2021/22,,S08000024,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,168,,48.3,,61405,,81.2958904109589,,29673,
2021/22,,S08000024,,,z,Surgery Grouping,d,Surgery Grouping,,641,,78.9,,233973,,506.0191780821918,,184697,
2021/22,,S08000024,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,148,,59.8,,54033,,88.4904109589041,,32299,
2021/22,,S08000025,,A1,,General Medicine,,Medical Grouping,,28,,82.6,,10134,,22.92876712328767,,8369,
2021/22,,S08000025,,A2,,Cardiology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,AD,,Medical Oncology,,Medical Grouping,,0,,100,,12,,0.03287671232876712,,12,
2021/22,,S08000025,,AG,,Renal Medicine,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,AP,,Rehabilitation Medicine,,Medical Grouping,,0,,100,,88,,0.2410958904109589,,88,
2021/22,,S08000025,,C1,,General Surgery,,Surgery Grouping,,7,,100,,2645,,7.2465753424657535,,2645,
2021/22,,S08000025,,C3,,Anaesthetics,,Surgery Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,2,,0.005479452054794521,,2,
2021/22,,S08000025,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,1,,100,,466,,1.2767123287671234,,466,
2021/22,,S08000025,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,E12,,GP Other than Obstetrics,,Community Grouping,,1,,100,,217,,0.5945205479452055,,217,
2021/22,,S08000025,,F1,,Obstetrics & Gynaecology,,Obstetrics Grouping,,0,,100,,5,,0.0136986301369863,,5,
2021/22,,S08000025,,F2,,Gynaecology,,Women and Newborn Grouping,,0,,100,,107,,0.29315068493150687,,107,
2021/22,,S08000025,,F3,,Obstetrics,,Women and Newborn Grouping,,4,,30.8,,1366,,1.1534246575342466,,421,
2021/22,,S08000025,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,0,,100,,3,,0.00821917808219178,,3,
2021/22,,S08000025,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000025,,J4,,Haematology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,RJ,,Orthoptics,,Community Grouping,,0,,100,,10,,0.0273972602739726,,10,
2021/22,,S08000025,,XSU,,Unspecified,,Other Grouping,,10,,0,,3662,,0,,0,
2021/22,,S08000025,,,z,All Acute Specialties,d,All Acute Specialties,d,37,,86.8,,13347,,31.731506849315068,,11582,
2021/22,,S08000025,,,z,All Specialties,d,All Specialties,d,51,,66,,18718,,33.824657534246576,,12346,
2021/22,,S08000025,,,z,Community Grouping,d,Community Grouping,,1,,100,,227,,0.6219178082191781,,227,
2021/22,,S08000025,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000025,,,z,Medical Grouping,d,Medical Grouping,,28,,82.8,,10234,,23.202739726027396,,8469,
2021/22,,S08000025,,,z,Mental Health Grouping,d,Mental Health Grouping,,0,,100,,4,,0.010958904109589041,,4,
2021/22,,S08000025,,,z,Obstetrics Grouping,d,Obstetrics Grouping,,0,,100,,5,,0.0136986301369863,,5,
2021/22,,S08000025,,,z,Other Grouping,d,Other Grouping,,10,,0,,3662,,0,,0,
2021/22,,S08000025,,,z,Surgery Grouping,d,Surgery Grouping,,9,,100,,3113,,8.528767123287672,,3113,
2021/22,,S08000025,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,4,,35.8,,1473,,1.4465753424657535,,528,
2021/22,,S08000026,,A1,,General Medicine,,Medical Grouping,,37,,39.9,,13640,,14.92054794520548,,5446,
2021/22,,S08000026,,A2,,Cardiology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000026,,C1,,General Surgery,,Surgery Grouping,,20,,43.2,,7247,,8.56986301369863,,3128,
2021/22,,S08000026,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000026,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,7,,0.019178082191780823,,7,
2021/22,,S08000026,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000026,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,1,,100,,192,,0.5260273972602739,,192,
2021/22,,S08000026,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000026,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,4,,0.010958904109589041,,4,
2021/22,,S08000026,,E11,,GP Obstetrics,,Women and Newborn Grouping,,4,,0,,1531,,0,,0,
2021/22,,S08000026,,F2,,Gynaecology,,Women and Newborn Grouping,,0,,100,,32,,0.08767123287671233,,32,
2021/22,,S08000026,,F3,,Obstetrics,,Women and Newborn Grouping,,1,,100,,294,,0.8054794520547945,,294,
2021/22,,S08000026,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,0,,100,,5,,0.0136986301369863,,5,
2021/22,,S08000026,,,z,All Acute Specialties,d,All Acute Specialties,d,58,,41.6,,21088,,24.041095890410958,,8775,
2021/22,,S08000026,,,z,All Specialties,d,All Specialties,d,63,,39.7,,22954,,24.958904109589042,,9110,
2021/22,,S08000026,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,4,,0.010958904109589041,,4,
2021/22,,S08000026,,,z,Medical Grouping,d,Medical Grouping,,37,,39.9,,13640,,14.92054794520548,,5446,
2021/22,,S08000026,,,z,Mental Health Grouping,d,Mental Health Grouping,,0,,100,,5,,0.0136986301369863,,5,
2021/22,,S08000026,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000026,,,z,Surgery Grouping,d,Surgery Grouping,,20,,44.7,,7448,,9.12054794520548,,3329,
2021/22,,S08000026,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,5,,17.6,,1857,,0.8931506849315068,,326,
2021/22,,S08000028,,A1,,General Medicine,,Medical Grouping,,54,,56.2,,19839,,30.526027397260275,,11142,
2021/22,,S08000028,,AF,,Paediatrics,,Paediatrics Grouping,,1,,97.6,,251,,0.6712328767123288,,245,
2021/22,,S08000028,,AQ,,Respiratory Medicine,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,C1,,General Surgery,,Surgery Grouping,,8,,78.1,,2943,,6.295890410958904,,2298,
2021/22,,S08000028,,C3,,Anaesthetics,,Surgery Grouping,,1,,0,,443,,0,,0,
2021/22,,S08000028,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,C7,,Ophthalmology,,Surgery Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,10,,98.4,,3633,,9.794520547945206,,3575,
2021/22,,S08000028,,CB,,Urology,,Surgery Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,E12,,GP Other than Obstetrics,,Community Grouping,,20,,63,,7432,,12.832876712328767,,4684,
2021/22,,S08000028,,F2,,Gynaecology,,Women and Newborn Grouping,,2,,21,,804,,0.46301369863013697,,169,
2021/22,,S08000028,,F3,,Obstetrics,,Women and Newborn Grouping,,6,,30.1,,2184,,1.8027397260273972,,658,
2021/22,,S08000028,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,4,,69.6,,1304,,2.4876712328767123,,908,
2021/22,,S08000028,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,2,,100,,616,,1.6876712328767123,,616,
2021/22,,S08000028,,H2,,Clinical Oncology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,T2,,Midwifery,,Women and Newborn Grouping,,0,,0,,91,,0,,0,
2021/22,,S08000028,,,z,All Acute Specialties,d,All Acute Specialties,d,74,,63.4,,26858,,46.61643835616438,,17015,
2021/22,,S08000028,,,z,All Specialties,d,All Specialties,d,108,,61.4,,39540,,66.56164383561644,,24295,
2021/22,,S08000028,,,z,Community Grouping,d,Community Grouping,,20,,63,,7432,,12.832876712328767,,4684,
2021/22,,S08000028,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000028,,,z,Medical Grouping,d,Medical Grouping,,54,,56.2,,19839,,30.526027397260275,,11142,
2021/22,,S08000028,,,z,Mental Health Grouping,d,Mental Health Grouping,,5,,79.4,,1920,,4.175342465753425,,1524,
2021/22,,S08000028,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,1,,97.6,,251,,0.6712328767123288,,245,
2021/22,,S08000028,,,z,Surgery Grouping,d,Surgery Grouping,,19,,83.7,,7019,,16.09041095890411,,5873,
2021/22,,S08000028,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,8,,26.9,,3079,,2.265753424657534,,827,
2021/22,,S08000029,,A1,,General Medicine,,Medical Grouping,,155,,68.1,,56509,,105.43835616438356,,38485,
2021/22,,S08000029,,A2,,Cardiology,,Medical Grouping,,35,,90.8,,12706,,31.60821917808219,,11537,
2021/22,,S08000029,,A6,,Infectious Diseases,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000029,,A7,,Dermatology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000029,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,,100,,90,,0.2465753424657534,,90,
2021/22,,S08000029,,A9,,Gastroenterology,,Medical Grouping,,20,,98.4,,7369,,19.87123287671233,,7253,
2021/22,,S08000029,,AB,,Geriatric Medicine,,Medical Grouping,,242,,86.4,,88395,,209.32602739726028,,76404,
2021/22,,S08000029,,AD,,Medical Oncology,,Medical Grouping,,0,,100,,6,,0.01643835616438356,,6,
2021/22,,S08000029,,AF,,Paediatrics,,Paediatrics Grouping,,58,,41.2,,21304,,24.065753424657533,,8784,
2021/22,,S08000029,,AG,,Renal Medicine,,Medical Grouping,,21,,91.9,,7750,,19.523287671232875,,7126,
2021/22,,S08000029,,AH,,Neurology,,Medical Grouping,,0,,100,,23,,0.06301369863013699,,23,
2021/22,,S08000029,,AM,,Palliative Medicine,,Medical Grouping,,19,,41.3,,6958,,7.873972602739726,,2874,
2021/22,,S08000029,,AP,,Rehabilitation Medicine,,Medical Grouping,,11,,67.5,,3982,,7.361643835616438,,2687,
2021/22,,S08000029,,AQ,,Respiratory Medicine,,Medical Grouping,,39,,100,,14230,,38.97260273972603,,14225,
2021/22,,S08000029,,AR,,Rheumatology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000029,,C1,,General Surgery,,Surgery Grouping,,89,,61.2,,32659,,54.794520547945204,,20000,
2021/22,,S08000029,,C2,,Accident & Emergency,,Emergency Grouping,,6,,42.2,,2194,,2.536986301369863,,926,
2021/22,,S08000029,,C3,,Anaesthetics,,Surgery Grouping,,10,,68.6,,3552,,6.671232876712328,,2435,
2021/22,,S08000029,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,6,,56.1,,2075,,3.1890410958904107,,1164,
2021/22,,S08000029,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,120,,0.3287671232876712,,120,
2021/22,,S08000029,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,53,,81.4,,19341,,43.14246575342466,,15747,
2021/22,,S08000029,,C9,,Plastic Surgery,,Surgery Grouping,,0,,100,,3,,0.00821917808219178,,3,
2021/22,,S08000029,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,6,,0.01643835616438356,,6,
2021/22,,S08000029,,CB,,Urology,,Surgery Grouping,,47,,36.2,,17165,,17.03013698630137,,6216,
2021/22,,S08000029,,E12,,GP Other than Obstetrics,,Community Grouping,,80,,89.6,,29022,,71.24657534246575,,26005,
2021/22,,S08000029,,F2,,Gynaecology,,Women and Newborn Grouping,,6,,71.7,,2361,,4.638356164383562,,1693,
2021/22,,S08000029,,F3,,Obstetrics,,Women and Newborn Grouping,,51,,32.9,,18490,,16.654794520547945,,6079,
2021/22,,S08000029,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,111,,63.1,,40362,,69.73150684931507,,25452,
2021/22,,S08000029,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,79,,0.21643835616438356,,79,
2021/22,,S08000029,,G3,,Forensic Psychiatry,,Mental Health Grouping,,19,,86.5,,6817,,16.161643835616438,,5899,
2021/22,,S08000029,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,86,,88.1,,31426,,75.83287671232877,,27679,
2021/22,,S08000029,,G5,,Learning Disability,,Learning Disability Grouping,,26,,91.9,,9332,,23.487671232876714,,8573,
2021/22,,S08000029,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,47,,80.2,,17182,,37.75616438356165,,13781,
2021/22,,S08000029,,H2,,Clinical Oncology,,Medical Grouping,,0,,100,,2,,0.005479452054794521,,2,
2021/22,,S08000029,,J4,,Haematology,,Medical Grouping,,18,,58.1,,6450,,10.271232876712329,,3749,
2021/22,,S08000029,,T2,,Midwifery,,Women and Newborn Grouping,,3,,99.1,,1009,,2.73972602739726,,1000,
2021/22,,S08000029,,,z,All Acute Specialties,d,All Acute Specialties,d,765,,75.2,,279386,,575.745205479452,,210147,
2021/22,,S08000029,,,z,All Specialties,d,All Specialties,d,1257,,73.2,,458970,,920.8301369863013,,336103,
2021/22,,S08000029,,,z,Community Grouping,d,Community Grouping,,80,,89.6,,29022,,71.24657534246575,,26005,
2021/22,,S08000029,,,z,Emergency Grouping,d,Emergency Grouping,,6,,42.2,,2194,,2.536986301369863,,926,
2021/22,,S08000029,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,26,,91.9,,9332,,23.487671232876714,,8573,
2021/22,,S08000029,,,z,Medical Grouping,d,Medical Grouping,,560,,80.4,,204471,,450.58082191780824,,164462,
2021/22,,S08000029,,,z,Mental Health Grouping,d,Mental Health Grouping,,216,,75.1,,78684,,161.94246575342467,,59109,
2021/22,,S08000029,,,z,Other Grouping,d,Other Grouping,,47,,80.2,,17182,,37.75616438356165,,13781,
2021/22,,S08000029,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,58,,41.2,,21310,,24.08219178082192,,8790,
2021/22,,S08000029,,,z,Surgery Grouping,d,Surgery Grouping,,205,,61,,74915,,125.16438356164383,,45685,
2021/22,,S08000029,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,60,,40.1,,21860,,24.03287671232877,,8772,
2021/22,,S08000030,,A1,,General Medicine,,Medical Grouping,,213,,74.8,,77700,,159.2,,58108,
2021/22,,S08000030,,A2,,Cardiology,,Medical Grouping,,41,,87.9,,14849,,35.775342465753425,,13058,
2021/22,,S08000030,,A6,,Infectious Diseases,,Medical Grouping,,67,,25.5,,24306,,16.96986301369863,,6194,
2021/22,,S08000030,,A7,,Dermatology,,Medical Grouping,,1,,100,,344,,0.9424657534246575,,344,
2021/22,,S08000030,,A8,,Endocrinology & Diabetes,,Medical Grouping,,5,,74.1,,1825,,3.7041095890410958,,1352,
2021/22,,S08000030,,A9,,Gastroenterology,,Medical Grouping,,32,,78.1,,11630,,24.87123287671233,,9078,
2021/22,,S08000030,,AB,,Geriatric Medicine,,Medical Grouping,,235,,86.6,,85614,,203.19452054794522,,74166,
2021/22,,S08000030,,AD,,Medical Oncology,,Medical Grouping,,2,,100,,801,,2.1945205479452055,,801,
2021/22,,S08000030,,AF,,Paediatrics,,Paediatrics Grouping,,60,,62.4,,21816,,37.27945205479452,,13607,
2021/22,,S08000030,,AG,,Renal Medicine,,Medical Grouping,,19,,72.6,,6772,,13.468493150684932,,4916,
2021/22,,S08000030,,AH,,Neurology,,Medical Grouping,,13,,91.7,,4851,,12.183561643835617,,4447,
2021/22,,S08000030,,AM,,Palliative Medicine,,Medical Grouping,,30,,70.5,,10966,,21.167123287671235,,7726,
2021/22,,S08000030,,AP,,Rehabilitation Medicine,,Medical Grouping,,52,,56.2,,18932,,29.156164383561645,,10642,
2021/22,,S08000030,,AQ,,Respiratory Medicine,,Medical Grouping,,41,,86.7,,15005,,35.657534246575345,,13015,
2021/22,,S08000030,,AR,,Rheumatology,,Medical Grouping,,2,,62.9,,568,,0.9780821917808219,,357,
2021/22,,S08000030,,AV,,Clinical Neurophysiology,,Medical Grouping,,0,,100,,4,,0.010958904109589041,,4,
2021/22,,S08000030,,C1,,General Surgery,,Surgery Grouping,,174,,69.9,,63496,,121.6082191780822,,44387,
2021/22,,S08000030,,C2,,Accident & Emergency,,Emergency Grouping,,8,,48.2,,2960,,3.9068493150684933,,1426,
2021/22,,S08000030,,C3,,Anaesthetics,,Surgery Grouping,,26,,32.7,,9437,,8.454794520547946,,3086,
2021/22,,S08000030,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,15,,22.9,,5435,,3.4136986301369863,,1246,
2021/22,,S08000030,,C6,,Neurosurgery,,Surgery Grouping,,18,,68.9,,6567,,12.402739726027397,,4527,
2021/22,,S08000030,,C7,,Ophthalmology,,Surgery Grouping,,1,,100,,308,,0.8438356164383561,,308,
2021/22,,S08000030,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,92,,73.4,,33580,,67.53698630136986,,24651,
2021/22,,S08000030,,C9,,Plastic Surgery,,Surgery Grouping,,11,,84.4,,4125,,9.542465753424658,,3483,
2021/22,,S08000030,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,64,,0.17534246575342466,,64,
2021/22,,S08000030,,CB,,Urology,,Surgery Grouping,,18,,100,,6434,,17.627397260273973,,6434,
2021/22,,S08000030,,D1,,Community Dental Practice,,Dental Grouping,,0,,100,,3,,0.00821917808219178,,3,
2021/22,,S08000030,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,11,,0.030136986301369864,,11,
2021/22,,S08000030,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000030,,E12,,GP Other than Obstetrics,,Community Grouping,,39,,75.3,,14357,,29.61917808219178,,10811,
2021/22,,S08000030,,F2,,Gynaecology,,Women and Newborn Grouping,,32,,21.7,,11617,,6.917808219178082,,2525,
2021/22,,S08000030,,F3,,Obstetrics,,Women and Newborn Grouping,,41,,62.9,,15090,,26.005479452054793,,9492,
2021/22,,S08000030,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,128,,91,,46690,,116.41369863013699,,42491,
2021/22,,S08000030,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,12,,78.2,,4292,,9.194520547945206,,3356,
2021/22,,S08000030,,G3,,Forensic Psychiatry,,Mental Health Grouping,,65,,68.4,,23852,,44.728767123287675,,16326,
2021/22,,S08000030,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,111,,93.6,,40515,,103.86575342465754,,37911,
2021/22,,S08000030,,G5,,Learning Disability,,Learning Disability Grouping,,33,,85.6,,12040,,28.24109589041096,,10308,
2021/22,,S08000030,,H1,,Clinical Radiology,,Medical Grouping,,0,,,z,0,,0,,0,
2021/22,,S08000030,,H2,,Clinical Oncology,,Medical Grouping,,22,,74.7,,7923,,16.213698630136985,,5918,
2021/22,,S08000030,,J4,,Haematology,,Medical Grouping,,13,,84.2,,4613,,10.638356164383561,,3883,
2021/22,,S08000030,,J5,,Immunology,,Medical Grouping,,0,,100,,2,,0.005479452054794521,,2,
2021/22,,S08000030,,T2,,Midwifery,,Women and Newborn Grouping,,14,,14.5,,5074,,2.010958904109589,,734,
2021/22,,S08000030,,,z,All Acute Specialties,d,All Acute Specialties,d,1140,,72.6,,416087,,827.7616438356164,,302133,
2021/22,,S08000030,,,z,All Specialties,d,All Specialties,d,1683,,73.4,,614468,,1236.158904109589,,451198,
2021/22,,S08000030,,,z,Community Grouping,d,Community Grouping,,39,,75.3,,14357,,29.61917808219178,,10811,
2021/22,,S08000030,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,14,,0.038356164383561646,,14,
2021/22,,S08000030,,,z,Emergency Grouping,d,Emergency Grouping,,8,,48.2,,2960,,3.9068493150684933,,1426,
2021/22,,S08000030,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,33,,85.6,,12040,,28.24109589041096,,10308,
2021/22,,S08000030,,,z,Medical Grouping,d,Medical Grouping,,785,,74.6,,286705,,586.331506849315,,214011,
2021/22,,S08000030,,,z,Mental Health Grouping,d,Mental Health Grouping,,316,,86.8,,115349,,274.2027397260274,,100084,
2021/22,,S08000030,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,60,,62.5,,21880,,37.45479452054794,,13671,
2021/22,,S08000030,,,z,Surgery Grouping,d,Surgery Grouping,,354,,68.1,,129382,,241.43013698630136,,88122,
2021/22,,S08000030,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,87,,40.1,,31781,,34.93424657534246,,12751,
2021/22,,S08000031,,A1,,General Medicine,,Medical Grouping,,947,,91.1,,345604,,862.1452054794521,,314683,
2021/22,,S08000031,,A2,,Cardiology,,Medical Grouping,,157,,84.4,,57294,,132.55616438356165,,48383,
2021/22,,S08000031,,A3,,Clinical Genetics,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000031,,A6,,Infectious Diseases,,Medical Grouping,,28,,89.3,,10175,,24.884931506849316,,9083,
2021/22,,S08000031,,A7,,Dermatology,,Medical Grouping,,0,,100,,31,,0.08493150684931507,,31,
2021/22,,S08000031,,A8,,Endocrinology & Diabetes,,Medical Grouping,,17,,81.8,,6133,,13.73972602739726,,5015,
2021/22,,S08000031,,A9,,Gastroenterology,,Medical Grouping,,125,,94.2,,45444,,117.25479452054795,,42798,
2021/22,,S08000031,,AA,,Genito-Urinary Medicine,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2021/22,,S08000031,,AB,,Geriatric Medicine,,Medical Grouping,,928,,92.6,,338852,,860.0657534246575,,313924,
2021/22,,S08000031,,AD,,Medical Oncology,,Medical Grouping,,35,,77.6,,12765,,27.156164383561645,,9912,
2021/22,,S08000031,,AF,,Paediatrics,,Paediatrics Grouping,,119,,88,,43294,,104.33150684931506,,38081,
